账单行号,单号,快递公司,目的地省,账单重量,账单快递费,账单操作费,账单金额,商家ID,在订单中,订单快递,订单省份,订单重量,理论重量,理论快递费,理论总费用,费用差异,重量匹配,状态
179,435186330123598,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
180,435186290103002,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
181,435186712262901,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
182,435186442374995,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,1,1,2.8,3.7,0,一致,金额一致
183,435186711476910,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
184,435187472712975,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
185,435188339449690,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
186,435186701402670,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
187,435188334788233,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
188,435189961115484,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
189,435188976577043,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
190,435188972722527,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,天津,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
191,435189513629320,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
192,435189719679789,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
193,435188993554524,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.02,0.02,2.8,3.7,0,差异(1 vs 0.02),金额一致
194,435188985897621,韵达快递,甘肃省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,甘肃省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
195,435189505967802,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
196,321152223169291,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
197,435190786442595,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
198,321152937677425,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
199,321153191343478,韵达快递,辽宁省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
200,435190577032247,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
201,435190566901506,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,黑龙江省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
202,321153177906374,韵达快递,海南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
203,435190777058191,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
204,321153376743142,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
205,435191551186512,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
206,435190573917650,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖南省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
207,435192354125541,韵达快递,甘肃省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,甘肃省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
208,435192820745592,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
209,435192357263047,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
210,435193293262409,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,1,1,2.8,3.7,0,一致,金额一致
211,435192390744848,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
212,321156580421006,韵达快递,新疆维吾尔自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
213,435194580888097,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
214,435194179608397,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
215,435194192010744,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
216,435194871348311,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
217,321157067443075,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖南省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
218,435194166314624,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
219,435195973317323,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
220,435196650564331,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
221,435195978021715,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
222,435196641204009,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
223,435195967949098,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
224,435197562525051,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河南省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
225,435197562515990,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
226,428188439383671,韵达快递,山东省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
227,435197891558983,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
228,435200171163432,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
229,435157034505274,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
230,435200325886323,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
231,435200013831297,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
232,435199581540884,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
233,435199595424429,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
234,435200362024735,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,天津,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
235,435199590069422,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
236,435199978013196,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
237,435199978753804,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
238,435201600384147,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
239,435201679040936,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
240,435201693124881,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
241,435201857322855,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
242,435201512449990,韵达快递,青海省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,青海省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
243,428188426119513,韵达快递,广东省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
244,321164185586931,韵达快递,北京市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
245,321165943641251,韵达快递,江西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
246,435203082572378,韵达快递,甘肃省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
247,435203461162862,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,吉林省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
248,435202684711938,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,辽宁省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
249,435203089188738,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
250,321166704616085,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
251,321166729035756,韵达快递,天津市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,天津,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
252,435203459602680,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,1,1,2.8,3.7,0,一致,金额一致
253,321166686923425,韵达快递,新疆维吾尔自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
254,435154558157327,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
255,321109700661242,韵达快递,福建省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,福建省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
256,435155087966239,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
257,321108983224990,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
258,435154965789812,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.02,0.02,2.8,3.7,0,差异(1 vs 0.02),金额一致
259,435155104973748,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
260,321109835335562,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
261,321109819821047,韵达快递,上海市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
262,321109567452651,韵达快递,辽宁省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,辽宁省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
263,435155754839500,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖南省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
264,435156450754710,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
265,435156450754994,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
266,435156459267222,韵达快递,云南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
267,435157057780252,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
268,435157025049745,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
269,435157480707868,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河南省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
270,321113117359588,韵达快递,云南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
271,435157820483361,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,内蒙古自治区,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
272,321112817983101,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,安徽省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
273,321112847181788,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
274,435157032931999,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
275,321112845067379,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,四川省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
276,321112838435859,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
277,435158259442702,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
278,435158954289915,韵达快递,云南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
279,435158788644257,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
280,435159060725967,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
281,435158255747415,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖南省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
282,435159093869273,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
283,435158256327332,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
284,435158794871427,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
285,435158393661956,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
286,435158249493404,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,黑龙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
287,435158964243277,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
288,435159069925788,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
289,435158966527714,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
290,435158248768419,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
291,321114704727875,韵达快递,北京市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
292,435158260245360,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,黑龙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
293,435158787859616,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
294,435158788645437,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
295,435158787860533,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
296,435159116839704,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
297,435158805773426,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
298,435159586104557,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
299,435160132307116,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
300,435159589262241,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
301,435159600133975,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
302,435159579868329,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
303,435162109059627,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
304,435163075280165,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖南省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
305,435163309448325,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
306,435163907549284,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
307,435163068309816,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
308,435163950778893,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
309,435163765665514,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
310,435163053560552,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
311,435163539283308,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,内蒙古自治区,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
312,435163062065838,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
313,435163918490912,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.02,0.02,2.8,3.7,0,差异(1 vs 0.02),金额一致
314,435163914622252,韵达快递,甘肃省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,甘肃省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
315,435163066768532,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,上海,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
316,435163061289743,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
317,435163915421710,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
318,435164621153390,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
319,435164740332297,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
320,435165378183040,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
321,435165377415717,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
322,435164635231288,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
323,435165543035472,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,1,1,2.8,3.7,0,一致,金额一致
324,435164628228894,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
325,435165382826589,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
326,435166109565061,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
327,428186988140774,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,浙江省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
